z_mm,B_target_mT,B_sim_mT,residual_mT,in_active_0_185mm,acceptance_residual_with_start_0p1mT_deadband_mT
7.226562499999999,5.976299564992697,6.042042694995431,0.0657431300027343,True,0.0
7.515625,6.005433966814541,6.072005818125067,0.0665718513105251,True,0.0
7.8046875,6.03460217322466,6.101681379976182,0.0670792067515215,True,0.0
8.09375,6.063778998162887,6.13107647872812,0.0672974805652334,True,0.0
8.3828125,6.092996761109626,6.16019884985576,0.0672020887461334,True,0.0
8.671874999999998,6.122216189942207,6.189056857673275,0.0668406677310686,True,0.0
8.9609375,6.151483762875566,6.217659484949276,0.0661757220737097,True,0.0
9.25,6.1807513358089246,6.246016320557844,0.0652649847489193,True,0.0
9.539062499999998,6.21006361615491,6.2741375451350665,0.0640739289801562,True,0.0
9.828125,6.239381254692671,6.302033914715908,0.0626526600232373,True,0.0
10.1171875,6.268736762021749,6.329716742331915,0.0609799803101664,True,0.0
10.406249999999998,6.298104723975528,6.357197877556351,0.059093153580823,True,0.0
10.6953125,6.327503645029539,6.38448968398947,0.05698603895993,True,0.0
10.984375,6.3569221904312405,6.411605014683557,0.0546828242523169,True,0.0
11.273437499999998,6.386364713249335,6.438557185514071,0.0521924722647363,True,0.0
11.5625,6.415834104378,6.465359946510845,0.0495258421328451,True,0.0
11.8515625,6.445320418308548,6.4920274511706735,0.0467070328621253,True,0.0
12.140624999999998,6.474840919717652,6.5185742237808055,0.0437333040631537,True,0.0
12.4296875,6.504371215430282,6.54501512479104,0.0406439093607576,True,0.0
12.71875,6.533943093975432,6.571365314280728,0.0374222203052962,True,0.0
13.007812499999998,6.563517563473187,6.597640213576033,0.0341226501028458,True,0.0
13.296875,6.5931410883402695,6.623855465081685,0.0307143767414152,True,0.0
13.585937499999998,6.622764613207352,6.650026890401306,0.0272622771939545,True,0.0
13.874999999999998,6.652435367705674,6.676170446829849,0.0237350791241755,True,0.0
14.1640625,6.682110810439448,6.702302182311692,0.020191371872244,True,0.0
14.453124999999998,6.711826400711192,6.728438188968188,0.0166117882569958,True,0.0
14.7421875,6.7415540352443255,6.754594555308697,0.0130405200643715,True,0.0
15.03125,6.77131465978446,6.780787317249713,0.0094726574652523,True,0.0
15.320312499999998,6.801094762467027,6.807032408077287,0.0059376456102598,True,0.0
15.609375,6.830900621183868,6.833345607498498,0.0024449863146305,True,0.0
